Industry Sub-Sector,Industry Group,Year,Total Population,Total Population MOE Appx,Average Wage Appx MOE,Record Count
Manufacturing,Ship & boat building,2015,180346,10419.68913,2321.456723,1709
Manufacturing,Other transportation equipment manufacturing,2015,43082,5095.155487,5562.588924,441
Manufacturing,Motor vehicles & motor vehicle equipment manufacturing,2015,1296465,27828.07129,955.0570327,12443
Manufacturing,Furniture & related product manufacturing,2015,403555,15574.50297,1513.888496,3978
Manufacturing,Medical equipment & supplies manufacturing,2015,578071,18628.94495,2471.200792,5479
Manufacturing,"Sporting & athletic goods, & doll, toy & game manufacturing  ",2015,83868,7107.97466,5085.367643,778
Manufacturing,"Miscellaneous manufacturing, n.e.c.  ",2015,525201,17759.91184,1708.166841,5263
Manufacturing,Not specified metal industries,2015,10775,2548.39698,11297.67187,92
Manufacturing,Not specified manufacturing industries,2015,427602,16030.46704,1826.259619,4013
Wholesale Trade,Motor vehicle & motor vehicle parts & supplies merchant wholesalers,2015,238656,11983.92992,2431.592732,2270
Wholesale Trade,Furniture & home furnishing merchant wholesalers,2015,92849,7478.641849,4857.641769,826
Wholesale Trade,Lumber & other construction materials merchant wholesalers,2015,167984,10056.67014,3764.458848,1591
Wholesale Trade,Professional & commercial equipment & supplies merchant wholesalers,2015,367604,14866.45868,3514.713083,3481
Wholesale Trade,Metals & minerals (except petroleum) merchant wholesalers,2015,63236,6172.50116,6626.747827,636
Wholesale Trade,Household appliances & electrical & electronic goods merchant wholesalers,2015,235166,11896.12835,3713.94407,2322
Wholesale Trade,"Hardware, & plumbing & heating equipment, & supplies merchant wholesalers",2015,186445,10594.18685,3213.986935,1777
Wholesale Trade,"Machinery, equipment, & supplies merchant wholesalers     ",2015,426808,16015.62137,2406.586347,4322
Wholesale Trade,Recyclable material merchant wholesalers,2015,94259,7535.175948,3958.96864,846
Wholesale Trade,Miscellaneous durable goods merchant wholesalers,2015,122879,8602.554809,4606.603897,1195
Wholesale Trade,Paper & paper products merchant wholesalers,2015,61021,6063.480714,6223.996072,606
Wholesale Trade,"Apparel, piece goods, & notions merchant wholesalers",2015,122819,8600.456103,5825.260203,1180
Wholesale Trade,Grocery & related product merchant wholesalers,2015,800437,21903.97375,1315.01572,7181
Wholesale Trade,Farm product raw material merchant wholesalers,2015,61361,6080.342447,4690.3951,826
Wholesale Trade,Petroleum & petroleum products merchant wholesalers,2015,115935,8356.153721,5564.876774,1143
Wholesale Trade,Alcoholic beverages merchant wholesalers,2015,141234,9222.112689,3645.339064,1259
Wholesale Trade,Farm supplies merchant wholesalers,2015,45220,5220.012635,9971.75324,571
Wholesale Trade,Miscellaneous nondurable goods merchant wholesalers,2015,206397,11145.86286,3262.955857,2047
Wholesale Trade,"Drugs, sundries, & chemical & allied products merchant  wholesalers ",2015,249559,12254.14917,3925.883658,2361
Wholesale Trade,Wholesale electronic markets & agents & brokers,2015,106213,7998.392423,5235.042888,1063
Wholesale Trade,Not specified wholesale trade,2015,84093,7117.497279,5299.65684,756
Retail Trade,Car Dealers,2015,1242780,27250.96294,1190.663066,11288
Retail Trade,Other motor vehicle dealers,2015,144545,9329.477321,2903.107605,1411
Retail Trade,"Automotive parts, accessories, & tire stores  ",2015,481084,17000.2586,1232.773975,4267
Retail Trade,Furniture & home furnishings stores,2015,511111,17520.92618,1505.789962,4621
Retail Trade,Household appliance stores,2015,53248,5664.293715,3915.68418,523
Retail Trade,Electronics stores,2015,583259,18712.01275,1997.353701,4978
Retail Trade,Hardware stores,2015,200089,10974.46043,2180.177536,2028
Retail Trade,Building material & supplies dealers,2015,961227,23989.83928,902.2510918,8953
Retail Trade,Lawn & garden equipment & supplies stores,2015,232233,11821.83218,2371.965516,2545
Retail Trade,Grocery Stores,2015,2975948,41911.55747,436.6217696,26871
Retail Trade,Specialty food stores,2015,231345,11799.24528,1708.562042,2064
Retail Trade,"Beer, wine, & liquor stores ",2015,153187,9604.032758,2362.846198,1405
Retail Trade,Pharmacies & drug stores,2015,917270,23438.5074,1363.732721,8519
Retail Trade,"Health & personal care, except drug, stores ",2015,347373,14452.60569,2196.283158,3080
Retail Trade,Gasoline stations,2015,567787,18463.15965,1269.028712,5095
Retail Trade,Clothing stores,2015,1078830,25404.55042,943.2232847,9332
Retail Trade,Shoe stores,2015,185496,10567.2254,2194.305675,1564
Retail Trade,"Jewelry, luggage, & leather goods stores ",2015,162471,9890.460902,2900.768591,1484
Retail Trade,"Sewing, needlework, & piece goods stores ",2015,47417,5345.274147,2727.026212,492
Retail Trade,Musical instrument & supplies stores,2015,39071,4852.246465,5684.540025,363
Retail Trade,"Sporting goods, and hobby & toy stores ",2015,476444,16918.35181,1187.735897,4306
Retail Trade,Book stores & news dealers,2015,120648,8524.169141,2507.101831,1133
Retail Trade,Department stores & discount stores,2015,2282702,36797.2251,504.0845809,20207
Retail Trade,Miscellaneous general merchandise stores,2015,595522,18906.88749,939.7529237,5227
Retail Trade,Retail florists,2015,79892,6937.538371,2548.97942,789
Retail Trade,Office supplies & stationery stores,2015,138672,9138.166525,2698.493799,1280
Retail Trade,"Gift, novelty, & souvenir shops",2015,141280,9223.61291,2797.223987,1383
Retail Trade,Used merchandise stores,2015,232164,11820.07867,1403.469406,2096
Retail Trade,Miscellaneous retail stores,2015,467272,16755.25083,1553.68035,4401
Retail Trade,Electronic shopping,2015,196900,10886.77541,3948.463377,1745
Retail Trade,Electronic auctions,2015,18044,3297.720498,17289.89482,151
Retail Trade,Mail-order houses,2015,128949,8812.282356,3796.665573,1274
Retail Trade,Vending machine operators,2015,38092,4791.085922,4461.16387,380
Retail Trade,Fuel dealers,2015,85428,7173.737542,4553.476364,930
Retail Trade,Other direct selling establishments,2015,104068,7917.274901,3049.825904,956
Retail Trade,Not specified retail trade,2015,440647,16272.4111,1707.261806,3760
Utilities,"Electric power generation, transmission & distribution",2015,679317,20187.37853,1651.428009,7192
Utilities,Natural gas distribution,2015,107222,8036.265808,4192.645129,1090
Utilities,Sewage treatment facilities,2015,102545,7859.169819,3084.371968,1155
Utilities,"Water, steam, air-conditioning, & irrigation systems",2015,228406,11724.17742,1893.192374,2347
Utilities,"Electric & gas, and other combinations",2015,85957,7195.901126,4580.717482,875
Utilities,Not specified utilities,2015,24508,3843.187569,7264.36353,245
Transportation & Warehousing,Air transportation,2015,538703,17985.90145,2111.261386,5034
Transportation & Warehousing,Rail transportation,2015,268498,12709.78905,2122.440438,2601
Transportation & Warehousing,Water transportation,2015,78725,6886.710937,6126.776888,779
Transportation & Warehousing,Truck transportation,2015,1613939,31014.20233,728.5122461,15024
Transportation & Warehousing,Taxi & limousine service,2015,234490,11879.046,1477.635965,1869
Transportation & Warehousing,Bus service & urban transit,2015,567644,18460.84372,1197.160041,5210
Transportation & Warehousing,Pipeline transportation,2015,69780,6483.873808,6779.934077,731
Transportation & Warehousing,Scenic & sightseeing transportation,2015,34668,4570.741408,4056.705567,348
Transportation & Warehousing,Services incidental to transportation,2015,797128,21858.90504,1429.942153,7181
Transportation & Warehousing,Postal Service,2015,668487,20026.57329,836.7320753,6990
Transportation & Warehousing,Couriers & messengers,2015,710856,20648.40512,1251.216453,5894
Transportation & Warehousing,Warehousing & storage,2015,482032,17016.94385,1045.964462,4016
Information,Newspaper publishers,2015,228537,11727.53372,2146.048025,2307
Information,"Periodical, book, & directory publishers",2015,265420,12636.86386,3200.031014,2694
Information,Software publishing,2015,152069,9568.959509,6104.39131,1479
Information,Motion pictures & video industries,2015,392964,15369.34269,3113.685727,3604
Information,Sound recording industries,2015,27994,4107.379629,12504.95893,276
Information,Broadcasting (except internet),2015,528868,17821.57594,2591.768055,4906
Information,Wired telecommunications carriers (Legacy),2015,588014,18787.8197,1842.447658,5492
Information,"Telecommunications, except wired telecommunications carriers ",2015,327434,14032.66877,2963.241747,2936
Information,"Data processing, hosting & related services",2015,157296,9731.847345,4298.409199,1523
Information,Libraries & archives,2015,232953,11840.11405,1679.577925,2670
Information,"Internet publishing, broadcasting & web search portals",2015,105601,7975.332768,9739.084677,1011
Information,"Other information services, except libraries & archives, & internet publishing & broadcasting & web search portals",2015,49201,5444.866175,10260.01308,486
Finance & Insurance,"Savings institutions, including credit unions ",2015,277452,12919.57301,2278.69586,2743
Finance & Insurance,Nondepository credit & related activities,2015,873504,22876.02135,2509.102189,7848
Finance & Insurance,Insurance carriers & related activities,2015,2568253,38991.46368,1054.307212,24751
Finance & Insurance,Banking & related activities,2015,1970661,34227.56702,1410.215027,19076
Finance & Insurance,"Securities, commodities, funds, trusts & other financial investments",2015,1057196,25150.45036,3344.925586,10370
"Real Estate, Rental & Leasing",Real estate,2015,2126418,35534.90196,1235.006927,19835
"Real Estate, Rental & Leasing",Automotive equipment rental & leasing,2015,180400,10421.247,2724.452444,1596
"Real Estate, Rental & Leasing",Video tape & disk rental,2015,13747,2878.444818,19086.28128,118
"Real Estate, Rental & Leasing",Other consumer goods rental (Legacy),2015,99207,7730.287473,2377.915772,877
"Real Estate, Rental & Leasing","Commercial, industrial & other intangible assets rental & leasing",2015,120065,8503.566088,4899.770237,1204
"Professional, Scientific & Technical Services",Legal services,2015,1441879,29332.21145,2336.189327,14356
"Professional, Scientific & Technical Services","Accounting, tax preparation, bookkeeping & payroll services",2015,917883,23446.28749,1944.362333,9216
"Professional, Scientific & Technical Services","Architectural, engineering & related services",2015,1405895,28967.55737,1350.767475,14268
"Professional, Scientific & Technical Services",Specialized design services,2015,255493,12398.72553,2967.131686,2396
"Professional, Scientific & Technical Services",Computer Systems Design,2015,2237079,36433.53485,1192.645743,21256
"Professional, Scientific & Technical Services","Management, scientific & technical consulting services",2015,1450083,29414.6903,1843.568884,14283
"Professional, Scientific & Technical Services",Scientific research & development services,2015,597319,18935.27283,2345.890835,6171
"Professional, Scientific & Technical Services","Advertising, public relations & related services",2015,460089,16626.38725,2784.639842,4384
"Professional, Scientific & Technical Services",Veterinary services,2015,336920,14234.01392,2184.874202,3293
"Professional, Scientific & Technical Services","Other professional, scientific & technical services ",2015,324541,13970.68057,2886.339584,3092
Management of companies & enterprises,Management of companies & enterprises,2015,137108,9086.537991,6531.056272,1345
"Administrative, support & waste management services",Employment services,2015,995969,24416.55005,1302.237264,8536
"Administrative, support & waste management services",Business support services,2015,738346,21041.84523,1235.339975,6432
"Administrative, support & waste management services",Travel arrangements & reservation services,2015,271408,12778.34833,2386.41811,2578
"Administrative, support & waste management services",Investigation & security services,2015,841798,22459.51054,1018.210677,7202
"Administrative, support & waste management services",Landscaping services,2015,913223,23387.07695,737.3551763,7328
"Administrative, support & waste management services",Services to buildings & dwellings (except cleaning during construction & immediately after construction),2015,1198349,26763.58209,639.8701966,9655
"Administrative, support & waste management services",Other administrative & other support services,2015,358234,14676.24791,2651.238025,3297
"Administrative, support & waste management services",Waste management & remediation services,2015,477356,16934.48243,1371.282782,4522
Educational Services,Elementary & secondary schools,2015,8726855,70286.21682,252.1869412,92027
Educational Services,"Colleges, universities & professional schools, including junior colleges",2015,4189569,49513.20351,629.6859827,44797
Educational Services,"Business, technical & trade schools and training",2015,109761,8130.785822,3558.322636,1060
Educational Services,Other schools & instruction and educational support services,2015,599446,18968.81503,1345.222055,5908
Health Care & Social Assistance,Offices of physicians,2015,1661872,31466.06416,2175.961564,16225
Health Care & Social Assistance,Offices of dentists,2015,890508,23096.22756,1972.540852,8486
Health Care & Social Assistance,Offices of chiropractors,2015,125540,8695.12127,3730.184762,1179
Health Care & Social Assistance,Offices of optometrists,2015,126019,8711.679106,4192.119652,1226
Health Care & Social Assistance,Offices of other health practitioners,2015,223059,11586.34918,2849.580446,2204
Health Care & Social Assistance,Outpatient care centers,2015,1497179,29883.58243,1099.715463,14640
Health Care & Social Assistance,Home health care services,2015,1254256,27375.38838,696.4281981,11211
Health Care & Social Assistance,Other health care services,2015,1087647,25507.36149,1391.044671,9511
Health Care & Social Assistance,Hospitals,2015,7120620,63866.72537,605.8987542,69352
Health Care & Social Assistance,Nursing Care Facilities,2015,1909312,33697.8885,553.881199,17934
Health Care & Social Assistance,"Residential care facilities, except skilled nursing facilities",2015,1021643,24727.02228,721.7618487,9439
Health Care & Social Assistance,Individual & family services,2015,1597144,30854.2372,567.2264402,15202
Health Care & Social Assistance,"Community food & housing, & emergency services ",2015,138068,9118.262921,1642.900751,1386
Health Care & Social Assistance,Vocational rehabilitation services,2015,209321,11224.42161,1435.088993,2375
Health Care & Social Assistance,Child day care services,2015,1262451,27463.88312,482.9412646,11699
"Arts, Entertainment & Recreation","Performing arts, spectator sports & related industries",2015,566232,18437.96012,2381.334845,5206
"Arts, Entertainment & Recreation","Museums, art galleries, historical sites, & similar institutions",2015,389250,15296.73916,1342.400265,4020
"Arts, Entertainment & Recreation",Bowling centers,2015,38320,4805.399253,4384.19347,380
"Arts, Entertainment & Recreation",Amusement & Recreation,2015,1961378,34147.97622,614.0643357,18378
Accommodation & Food Services,Traveler accommodation,2015,1535946,30263.86846,672.875052,13146
Accommodation & Food Services,Recreational vehicle parks & camps and rooming & boarding houses,2015,100014,7761.642976,2414.739516,1156
Accommodation & Food Services,"Drinking places, alcoholic beverages ",2015,218768,11474.53627,1405.789175,1803
Accommodation & Food Services,Restaurants & Food Services,2015,9388736,72723.54671,209.091041,75965
"Other Services, Except Public Administration",Car washes,2015,151142,9539.779999,1638.977086,1157
"Other Services, Except Public Administration",Automotive repair & maintenance,2015,1040856,24956.7633,798.2188662,9491
"Other Services, Except Public Administration",Electronic & precision equipment repair and maintenance,2015,106027,7991.391155,3494.739547,954
"Other Services, Except Public Administration",Commercial & industrial machinery & equipment repair & maintenance,2015,258263,12465.63588,1722.34311,2441
"Other Services, Except Public Administration",Personal & household goods repair & maintenance,2015,122101,8575.301602,2240.397832,1191
"Other Services, Except Public Administration",Barber shops,2015,58158,5919.587015,1501.461146,462
"Other Services, Except Public Administration",Beauty salons,2015,707998,20607.06117,672.7569093,5898
"Other Services, Except Public Administration",Nail salons & other personal care services,2015,326773,14018.52993,941.8703177,2628
"Other Services, Except Public Administration","Funeral homes, & cemeteries & crematories ",2015,139630,9169.646539,3062.576192,1485
"Other Services, Except Public Administration",Drycleaning & laundry services,2015,263478,12590.63429,1690.309478,2225
"Other Services, Except Public Administration",Other personal services,2015,314124,13745.13932,1801.917366,2889
"Other Services, Except Public Administration",Religious organizations,2015,1091783,25555.4426,694.1253238,12335
"Other Services, Except Public Administration",Labor unions,2015,73074,6635.070189,4623.551717,751
"Other Services, Except Public Administration","Business, professional, political, & similar organizations",2015,154487,9644.654541,4733.557066,1652
"Other Services, Except Public Administration","Civic, social, advocacy organizations, & grantmaking & giving services",2015,731065,20938.37321,1414.421818,7364
"Other Services, Except Public Administration",Private households,2015,361942,14751.81645,1049.63391,3307
Public Administration,Public finance activities,2015,315262,13769.95982,1650.529526,3267
Public Administration,Other general government & support,2015,120605,8522.651241,2656.927383,1268
Public Administration,Executive offices & legislative bodies,2015,1121399,25897.04025,928.615888,12143
Public Administration,Administration of human resource programs,2015,864806,22762.53581,1003.616132,8684
Public Administration,National security & international affairs,2015,994890,24403.41287,1036.325286,8697
Public Administration,Administration of environmental quality & housing programs,2015,253042,12339.216,1840.808011,2746
Public Administration,Administration of economic programs & space research,2015,516861,17618.85128,1385.173227,5418
Public Administration,"Justice, public order, & safety activities ",2015,2698338,39948.28597,540.3429189,27202
Active Duty Military,U. S. Army,2015,357854,14668.48134,1299.627124,3640
Active Duty Military,U. S. Air Force,2015,207201,11167.51923,1927.391501,2252
Active Duty Military,U. S. Navy,2015,240531,12030.83489,1627.608739,2410
Active Duty Military,U. S. Marines,2015,122321,8583.01697,1784.00057,1298
Active Duty Military,U. S Coast Guard,2015,30098,4258.905445,4585.867465,322
Active Duty Military,U. S. Armed Forces: Branch Not Specified,2015,51157,5552.004589,3917.402677,481
Active Duty Military,Military Reserves or National Guard,2015,11077,2583.860501,6840.292166,107
"Agriculture, Forestry, Fishing, & Hunting",Farming,2014,911095,23358.62042,990.5316237,9579
"Agriculture, Forestry, Fishing, & Hunting",Animal production & aquaculture,2014,385331,15219.37328,1329.779824,4609
"Agriculture, Forestry, Fishing, & Hunting",Logging,2014,74731,6709.804949,2612.564915,833
"Agriculture, Forestry, Fishing, & Hunting",Forestry except logging,2014,41621,5008.02892,3638.793938,500
"Agriculture, Forestry, Fishing, & Hunting","Fishing, hunting & trapping",2014,33283,4478.521519,7524.198127,360
"Agriculture, Forestry, Fishing, & Hunting",Support activities for agriculture & forestry,2014,108559,8086.120738,3511.853312,1108
"Mining, Quarrying, & Oil & Gas Extraction",Oil & gas extraction,2014,133809,8976.581952,6634.721156,1333
"Mining, Quarrying, & Oil & Gas Extraction",Coal mining,2014,92225,7453.441383,3623.835274,1035
"Mining, Quarrying, & Oil & Gas Extraction",Metal ore mining,2014,49605,5467.149944,6147.377042,537
"Mining, Quarrying, & Oil & Gas Extraction",Nonmetallic mineral mining & quarrying,2014,89031,7323.320854,3337.719848,1050
"Mining, Quarrying, & Oil & Gas Extraction",Support activities for mining,2014,594105,18883.75518,2345.852037,5477
Construction,Construction,2014,7924810,67141.72219,371.3484863,70925
Manufacturing,Sugar & confectionery products,2014,82908,7067.162912,4460.991712,792
Manufacturing,Fruit & vegetable preserving & specialty food manufacturing,2014,192091,10753.05522,2460.075693,1813
Manufacturing,Dairy product manufacturing,2014,144565,9330.035937,2334.579308,1520
Manufacturing,Animal slaughtering & processing,2014,464555,16706.12923,1218.581748,3965
Manufacturing,Retail bakeries,2014,156268,9699.932203,1567.480081,1348
Manufacturing,"Bakeries & tortilla manufacturing, except retail bakeries",2014,223857,11606.85753,2244.253495,1967
Manufacturing,"Animal food, grain & oilseed milling",2014,144232,9319.295079,3137.814505,1566
Manufacturing,"Seafood & other miscellaneous foods, n.e.c. ",2014,186686,10600.89634,2485.75394,1783
Manufacturing,"Not specified food industries, manufacturing",2014,25685,3934.367608,4711.993597,228
Manufacturing,Beverage manufacturing,2014,221038,11533.65984,2720.258137,2034
Manufacturing,Tobacco manufacturing,2014,15747,3080.699871,11544.07287,169
Manufacturing,"Fiber, yarn, & thread mills",2014,13376,2839.339099,12412.63198,133
Manufacturing,"Fabric mills, except knitting mills",2014,103147,7882.136588,3402.02394,1058
Manufacturing,Textile & fabric finishing & coating mills,2014,16873,3188.929319,8446.234152,147
Manufacturing,Carpet & rug mills,2014,53259,5664.859277,3212.923987,475
Manufacturing,"Textile product mills, except carpets & rugs ",2014,71953,6583.975975,3326.446729,704
Manufacturing,Cut & sew apparel manufacturing,2014,217228,11433.98066,2677.374872,2014
Manufacturing,Apparel accessories & other apparel manufacturing,2014,9165,2350.319269,9102.685229,91
Manufacturing,Footwear manufacturing,2014,29131,4189.937385,7406.852531,265
Manufacturing,"Leather tanning & finishing, & other allied products manufacturing ",2014,17740,3269.822749,14711.77698,186
Manufacturing,"Knitting fabric mills, & apparel knitting mills ",2014,18683,3355.592816,9452.373088,208
Manufacturing,Sawmills & wood preservation,2014,125276,8685.912419,2615.693603,1384
Manufacturing,"Veneer, plywood, & engineered wood products ",2014,41147,4979.438722,4307.17354,474
Manufacturing,Prefabricated wood buildings & mobile homes,2014,31618,4365.089958,7769.32723,326
Manufacturing,Miscellaneous wood products,2014,202706,11045.75176,2044.957827,2059
Manufacturing,"Pulp, paper, & paperboard mills ",2014,210894,11266.30346,2698.009619,2250
Manufacturing,Paperboard container manufacturing,2014,99456,7739.926657,2599.230317,912
Manufacturing,Miscellaneous paper & pulp products,2014,70476,6516.084183,3899.24049,707
Manufacturing,Printing & related support activities,2014,530341,17845.67882,1391.739351,5129
Manufacturing,Petroleum refining,2014,174998,10264.11006,4082.825477,1628
Manufacturing,Miscellaneous petroleum & coal products,2014,20653,3528.047986,12812.1796,214
Manufacturing,"Resin, synthetic rubber, & fibers & filaments manufacturing   ",2014,173405,10217.34422,3071.912256,1692
Manufacturing,Agricultural chemical manufacturing,2014,42544,5063.237617,7127.875837,466
Manufacturing,Pharmaceutical & medicine manufacturing,2014,491812,17187.57699,3268.256727,4739
Manufacturing,"Paint, coating, & adhesive manufacturing ",2014,64290,6223.680919,5910.955317,659
Manufacturing,"Soap, cleaning compound, & cosmetics manufacturing ",2014,140528,9198.974184,3961.203752,1252
Manufacturing,Industrial & miscellaneous chemicals,2014,408449,15667.97846,2302.801772,4094
Manufacturing,Plastics product manufacturing,2014,390253,15315.99829,1790.669806,3675
Manufacturing,Tire manufacturing,2014,76623,6794.166033,3636.690487,781
Manufacturing,"Rubber products, except tires, manufacturing ",2014,71727,6573.633186,3944.732882,737
Manufacturing,"Pottery, ceramics, & plumbing fixture manufacturing  ",2014,18844,3370.018217,6386.641353,203
Manufacturing,Clay building material & refractories manufacturing,2014,23731,3781.779331,5979.601236,247
Manufacturing,Glass & glass product manufacturing,2014,134069,8985.290473,3587.454852,1359
Manufacturing,Miscellaneous nonmetallic mineral product manufacturing,2014,68714,6434.153186,4139.736292,733
Manufacturing,"Cement, concrete, lime, & gypsum product manufacturing ",2014,156211,9698.164943,2608.489853,1568
Manufacturing,Aluminum production & processing,2014,69304,6461.703433,4810.749408,736
Manufacturing,Nonferrous metal (except aluminum) production & processing,2014,56830,5851.617655,3634.648805,596
Manufacturing,Foundries,2014,104857,7947.155874,2845.221157,1088
Manufacturing,Iron & steel mills & steel product manufacturing,2014,310095,13656.62774,2059.196721,3034
Manufacturing,Metal forgings & stampings,2014,65913,6301.713311,4390.595552,671
Manufacturing,Cutlery & hand tool manufacturing,2014,42906,5084.726585,4760.363431,430
Manufacturing,"Machine shops; turned product; screw, nut & bolt manufacturing  ",2014,322370,13923.69269,1684.933985,3284
Manufacturing,"Coating, engraving, heat treating & allied activities ",2014,85252,7166.309409,3297.741673,803
Manufacturing,Ordnance,2014,40462,4937.828856,4490.026933,422
Manufacturing,"Structural metals, & boiler, tank, & shipping container manufacturing ",2014,338825,14273.79355,1901.788072,3421
Manufacturing,Miscellaneous fabricated metal products manufacturing,2014,307158,13591.94297,2072.72145,3060
Manufacturing,Agricultural implement manufacturing,2014,112243,8222.071567,3011.504569,1236
Manufacturing,"Construction, & mining & oil & gas field machinery manufacturing ",2014,163893,9933.495602,3419.372248,1719
Manufacturing,Commercial & service industry machinery manufacturing,2014,77533,6834.369736,5268.405411,735
Manufacturing,Metalworking machinery manufacturing,2014,155482,9675.534022,2761.379994,1685
Manufacturing,"Engine, turbine, & power transmission equipment manufacturing ",2014,80625,6969.237575,4042.056795,771
Manufacturing,"Machinery manufacturing, n.e.c. or not specified",2014,634478,19512.03278,1610.613167,6369
Manufacturing,Computer & peripheral equipment manufacturing,2014,159813,9809.214958,5032.252343,1526
Manufacturing,"Navigational, measuring, electromedical, & control instruments manufacturing",2014,329369,14073.67972,2442.669601,3473
Manufacturing,"Communications, & audio & video equipment manufacturing",2014,136704,9073.074577,5140.384619,1343
Manufacturing,"Electronic component & product manufacturing, n.e.c. ",2014,569027,18482.55569,2524.920484,5708
Manufacturing,Household appliance manufacturing,2014,69796,6484.587862,3764.370615,700
Manufacturing,"Electric lighting & electrical equipment manufacturing, & other electrical component manufacturing, n.e.c.",2014,354532,14600.07643,2317.873121,3589
Manufacturing,Aircraft & parts manufacturing,2014,449744,16438.52582,1972.274799,4380
Manufacturing,Aerospace products & parts manufacturing,2014,253274,12344.66143,2947.373798,2593
Manufacturing,Railroad rolling stock manufacturing,2014,39521,4880.089358,4688.689048,408
Manufacturing,Ship & boat building,2014,193733,10798.85311,2240.008316,1817
Manufacturing,Other transportation equipment manufacturing,2014,38814,4836.254012,7365.169341,400
Manufacturing,Motor vehicles & motor vehicle equipment manufacturing,2014,1298585,27848.27795,927.1053279,12305
Manufacturing,Furniture & related product manufacturing,2014,403524,15573.50434,1530.973972,3872
Manufacturing,Medical equipment & supplies manufacturing,2014,568834,18479.43372,2350.889518,5371
Manufacturing,"Sporting & athletic goods, & doll, toy & game manufacturing  ",2014,86079,7200.9633,5153.127756,823
Manufacturing,"Miscellaneous manufacturing, n.e.c.  ",2014,495338,17248.86262,1655.548566,4897
Manufacturing,Not specified metal industries,2014,11977,2686.768915,12193.51902,93
Manufacturing,Not specified manufacturing industries,2014,445614,16363.11494,1767.21381,4133
Wholesale Trade,Motor vehicle & motor vehicle parts & supplies merchant wholesalers,2014,228664,11730.61519,2486.577926,2199
Wholesale Trade,Furniture & home furnishing merchant wholesalers,2014,81768,7018.435771,5995.597679,760
Wholesale Trade,Lumber & other construction materials merchant wholesalers,2014,156741,9714.584905,3113.900001,1502
Wholesale Trade,Professional & commercial equipment & supplies merchant wholesalers,2014,395395,15416.28817,3059.79625,3774
Wholesale Trade,Metals & minerals (except petroleum) merchant wholesalers,2014,60002,6012.638368,5946.35947,596
Wholesale Trade,Household appliances & electrical & electronic goods merchant wholesalers,2014,248846,12236.4672,3206.655433,2413
Wholesale Trade,"Hardware, & plumbing & heating equipment, & supplies merchant wholesalers",2014,179785,10403.37119,3951.842756,1739
Wholesale Trade,"Machinery, equipment, & supplies merchant wholesalers     ",2014,402261,15549.18321,2114.152122,4147
Wholesale Trade,Recyclable material merchant wholesalers,2014,86696,7226.709034,3095.597417,814
Wholesale Trade,Miscellaneous durable goods merchant wholesalers,2014,126505,8728.376185,4679.460378,1242
Wholesale Trade,Paper & paper products merchant wholesalers,2014,64608,6239.047096,5952.857667,633
Wholesale Trade,"Apparel, piece goods, & notions merchant wholesalers",2014,121385,8550.076946,4328.851703,1198
Wholesale Trade,Grocery & related product merchant wholesalers,2014,782539,21657.97139,1265.241269,7155
Wholesale Trade,Farm product raw material merchant wholesalers,2014,55806,5798.679968,4881.460852,779
Wholesale Trade,Petroleum & petroleum products merchant wholesalers,2014,113206,8257.239024,5546.222816,1108
Wholesale Trade,Alcoholic beverages merchant wholesalers,2014,129154,8819.2053,4071.008199,1212
Wholesale Trade,Farm supplies merchant wholesalers,2014,34271,4544.491521,9832.767084,396
Wholesale Trade,Miscellaneous nondurable goods merchant wholesalers,2014,226172,11666.62284,2543.124023,2276
Wholesale Trade,"Drugs, sundries, & chemical & allied products merchant  wholesalers ",2014,251131,12292.4189,4018.7257,2389
Wholesale Trade,Wholesale electronic markets & agents & brokers,2014,96334,7617.561429,5582.009827,969
Wholesale Trade,Not specified wholesale trade,2014,82458,7047.968852,5245.015998,748
Retail Trade,Car Dealers,2014,1204652,26831.19978,1115.770653,10822
Retail Trade,Other motor vehicle dealers,2014,137299,9092.779052,3305.391099,1360
Retail Trade,"Automotive parts, accessories, & tire stores  ",2014,474790,16888.54419,1171.981902,4323
Retail Trade,Furniture & home furnishings stores,2014,490622,17166.84344,1425.515924,4400
Retail Trade,Household appliance stores,2014,67797,6391.097371,3800.334605,602
Retail Trade,Electronics stores,2014,545552,18098.80925,2246.315359,4756
Retail Trade,Hardware stores,2014,194522,10820.7902,2080.026348,1930
Retail Trade,Building material & supplies dealers,2014,969825,24094.66428,875.4279508,9109
Retail Trade,Lawn & garden equipment & supplies stores,2014,223055,11586.0803,2082.881074,2443
Retail Trade,Grocery Stores,2014,2994290,42029.56927,412.2516539,27128
Retail Trade,Specialty food stores,2014,210741,11262.22209,2001.227472,1948
Retail Trade,"Beer, wine, & liquor stores ",2014,146683,9398.063151,2725.054283,1353
Retail Trade,Pharmacies & drug stores,2014,893897,23138.53118,1312.584631,8409
Retail Trade,"Health & personal care, except drug, stores ",2014,350002,14506.73489,1956.699775,3166
Retail Trade,Gasoline stations,2014,556511,18278.97501,1078.761432,5062
Retail Trade,Clothing stores,2014,1108381,25745.62846,920.8229875,9507
Retail Trade,Shoe stores,2014,180188,10415.00967,2023.914593,1484
Retail Trade,"Jewelry, luggage, & leather goods stores ",2014,162238,9883.272007,2550.093036,1516
Retail Trade,"Sewing, needlework, & piece goods stores ",2014,51213,5555.023319,4487.970556,509
